clickstreams_with_purchase,,customer_id,date,time,page_viewed,product_id,ordered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clickstreams_without_purchase,,customer_id,date,time,page_viewed,product_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.40943E+18,7/16/18,16:42:41,SUPERBROWSECATEGORY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.40943E+18,7/16/18,16:49:18,DAILYSALESMAINPAGE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.40943E+18,7/16/18,16:55:02,SUPERBROWSECATEGORY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.40943E+18,7/16/18,16:58:53,SUPERBROWSECATEGORY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.2511E+18,7/16/18,7:17:34,HOMEPAGE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.2511E+18,7/16/18,7:18:39,CHECKOUTBASKET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.2511E+18,7/16/18,7:19:18,SUPERBROWSECATEGORY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.2511E+18,7/16/18,7:22:59,SUPERBROWSECATEGORY,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.2511E+18,7/16/18,7:23:04,CHECKOUTBASKET,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.2511E+18,7/16/18,7:27:42,PRODUCTOPTIONSKU,6.95719E+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orders,,order_product_id,order_id,wayfair_product_id,wayfair_website_id,order_date,order_time,customer_id,customer_zip,quantity_ordered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8.34E+18,1.07E+17,8.09E+18,Wayfair,7/19/18,9:48:02,3.24E+18,29464,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.90E+18,9.12E+17,4.41E+18,Wayfair,7/21/18,15:04:23,7.61E+18,10928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3.74E+17,9.12E+17,1.33E+18,Wayfair,7/21/18,15:04:23,7.61E+18,10928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.07E+18,5.76E+18,7.29E+18,Wayfair,7/22/18,21:56:42,3.11E+18,6712,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.31E+18,2.71E+18,7.26E+18,Wayfair,7/21/18,12:55:20,1.39E+18,2468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.59E+18,2.71E+18,3.71E+18,Wayfair,7/21/18,12:55:20,1.39E+18,2468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.70E+18,2.71E+18,5.17E+18,Wayfair,7/21/18,12:55:20,1.39E+18,2468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5.81E+18,5.54E+18,4.85E+18,AllModern,7/19/18,21:36:20,4.48E+18,30260,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.75E+18,8.34E+18,7.18E+18,Wayfair,7/20/18,13:26:06,7.74E+18,40509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7.39E+18,8.66E+18,3.32E+18,Wayfair,7/16/18,1:24:59,5.56E+18,19153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
products,,website_name,product_id,product_name,category_name,description,manufacturer_name,weight,dimension_1,dimension_2,dimension_3,num_reviews,onsite_price,on_promotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,2.79E+18,Westgate Upholstered Panel Bed,Beds,"The 1882 upholstered bed is sure to appeal to all fans of modern contemporary styles. It's headboard panel is inset by two shaped wings, giving it a fresh and unique contemporary feel. Anchor your master suite or guest room with this essential bed, the perfect foundation for your restful retreat.",Pulaski Furniture,116,59.25,87.5,68.75,7,409.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,8.19E+18,3 Piece Leah Bowl Set,"Boxes, Bins, Baskets, & Buckets","Stack green apples on the breakfast bar or display decorative orbs on the coffee table with these openwork bowls, showcasing a bold finish. Features: Product:Small, medium and large bowl Construction Material: Metal Color: Turquoise Primary Material",Three Hands Co.,30.8,23,28.35,14.17,0,89.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,7.24E+18,Butter Cups/Ranunculus Sunshine Bulb,Planting & Seeding,"Start your own backyard garden or add spring style along the front walkway with this lovely bulb set, perfect for the green-thumbed style maven.  Features: Set includes 25 bulbs Deer resistant, full sun to partial shade and blooms early summer Hardy in USDA",Van Zyverden Inc,1,16,3,4,0,16.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,4.11E+18,Freesias Double Blooming Bulb,Planting & Seeding,"Start your own backyard garden or add spring style along the front walkway with this lovely bulb set, perfect for the green-thumbed style maven.  Features: Set includes 25 bulbs Double blooms, delightful cut flower and long lasting flowers Hardy in USDA zon",Van Zyverden Inc,1,24,2,2,2,9.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,7.67E+18,Grand Freesia/Ranunculus Blend Bulb,Planting & Seeding,"Start your own backyard garden or add spring style along the front walkway with this lovely bulb set, perfect for the green-thumbed style maven.  Features: Set includes 25 bulbs Deer resistant, full sun to partial shade and blooms mid-summer Fragrant, excel",Van Zyverden Inc,1,36,3,2,2,9.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,8.69E+18,Wind Flower/Anemone St. Brigid Bulb,Planting & Seeding,"Start your own backyard garden or add spring style along the front walkway with this lovely bulb set, perfect for the green-thumbed style maven.  Features: Set includes 25 bulbs Also know as wind flowers, double blooms, large and open faced flowers Easy to ",Van Zyverden Inc,1,18,3,2,1,9.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,4.19E+18,Luanne Wood Bucket,"Boxes, Bins, Baskets, & Buckets","Accent your den or guest suite with this essential design, the perfect piece to elevate any ensemble. Features: Construction material: wood and iron Color: White Two handles Footed base Distressed finish Assembly: no assembly require",Antique Revival,4,10,11,14,2,68.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,5.99E+18,Butter Cups/Ranunculus Double Blooming Bulb,Planting & Seeding,"Start your own backyard garden or add spring style along the front walkway with this lovely bulb set, perfect for the green-thumbed style maven.  Features: Set includes 25 bulbs Excellent cut flower choice, full sun to partial shade and blooms early summer",Van Zyverden Inc,1,16,3,4,0,16.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,2.59E+18,Nonstick Springform Pan,Cake Pans,"Perfect for tortes and cheesecakes, this must-have springform pan completes your bakeware collection in style. Features: Product: 9"" Springform pan Construction Material: Carbon steel Color: Champagne Non-stick Silicone grips Product",Paula Deen,0.9,13.75,4.5,4.5,4,26.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Joss US,7.80E+17,Horizon Laundry Caddy,Hampers & Baskets," Horizon Laundry Caddy is the perfect storage essential for detergent, dryer sheets, and other cleaning supplies. Three roomy shelves supported by rolling casters fit perfectly between your washer and dryer, adding convenience and ease to laundry day.      Product:  Laundry caddy",Venture Horizon,15,32,8.5,24,253,62.99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp_products,,comp_website_name,comp_product_id,comp_product_name,category_name,comp_description,comp_price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,6.59704E+18,"Trademark Art Kathie McCurdy Colors of Green, 35 by 47-Inch Canvas Wall Art",Wall Art,"Artist: Kathie McCurdy, Subject: Floral Style: Contemporary, Product Type: Gallery-Wrapped Canvas Art, Made in USA Trademark Fine Art specializes in producing superior quality giclee prints on gallery wrapped canvas as well as in the matted, framed format Trademark Fine Art's compilation of artists ",71.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,6.1147E+18,"Pfister Raincan Showerhead, Polished Chrome",Shower Heads,"Rain spray provides more coverage and a soft, even flow for a relaxing shower experience Shower arm included Pfister Pforever Warranty covers finish and function for life Lower gpm rate model available: Pfister G15-TH1K  See more product details Color:Polished Chrome Product DescriptionFor over 100 ",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,7.43431E+17,"Alno A7066-BRZ Spa 1 Modern Tissue Holder, Bronze, 5-1/2""",Toilet Paper Holders,"Made by Alno Upc - 785584020087 Vendor Item Number - A7066-BRZ  See more product details Alno is the most requested line of fine decorative cabinet hardware, offering cutting edge designs from traditional to contemporary styles. Alno is the designer's choice providing unique designs from one source ",42.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,overstock,3.52845E+18,Premier Copper Products LO19RRDB Widespread Faucet Package,Bathroom Sinks,ITEM#: 15394278                                                                                                                                                            Product Details  Oval roped rim self rimming hammered copper sink Widespread bathroom faucet - oil rubbed bronze 1.5 inch non-ove,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,7.10298E+18,"Royal Designs Twisted Pleat Basic Lamp Shade, Eggshell, 6 x 12 x 9",Lighting Shades,"Shade Dimensions: 6 x 12 x 9 (Top x Bottom x Height) Shape: Bell Fabric: Hand Tailored Silk-Type Shantung Fabric, Premium Off-White Softback Lining Washer: Standard (0.5 inch recess) brass-finish spider fitter w/ trademark stamping. (Shades with 9”+ top diameter have a V-Notch fitter for use with a ",64.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazonde,4.34052E+18,Innovation Klappsofa Trym 564 Black,Sofas,Modernes Schlafsofa im puristischen Design Einfaches Umklappen der Rückenlehne Hoher Sitzkomfort dank Taschenfederkern Liegefläche bietet Platz für 2 Personen Holzbeine in natürlichem Look  Technische Details MarkeInnovationModellnummer94-745021564-TRYMFarbe564 BlackArtikelgewicht86 KgProduktabmessu,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,7.99414E+18,Rosanna Olive Green Napoleon Pasta Server,Flatware Serving Pieces,Rosanna Napoleon pasta server Crafted in Italy of 18/10 stainless steel with durable plastic handle European sizing with elaborate filigree and opalescent sheen Full range of matching place settings and accessories available Dishwasher-safe Our classic oversized European flatware is fashioned in hea,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,6.87207E+18,"Safavieh Thom Filicia Collection TMF908A Hand-Knotted Dune Wool Runner, 2 feet 6 inches by 8 feet (2'6"" x 8')",Area Rugs,"The high-quality hemp pile adds durability and longevity to these rugs. The hand-knotted construction add durability to this rug, ensuring it will be a favorite for a long time. The modern style of this rug will give your room a contemporary accent This runner measures 2'6"" x 8' For over 100 years, ",166.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,1.34654E+18,"United Curtain Plaid Window Curtain Panel, 54 by 63-Inch, Burgundy",Curtains & Drapes,"100% Polyester Imported Sold As Separates Fabric Content: 100% Polyester Care Instructions: Machine Wash Cold, Tumble Dry Low, Cool Iron, Never Bleach Window Top Type: Standard Curtain Rod Color:Burgundy  |  Size:54 X 63-Inch Panel Modern ""Plaid"" Has A Bold Color Scheme To Appeal To The Traditional ",18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,amazon,6.83418E+18,Lavish Home Foldable Double Laundry Hamper,Hampers & Baskets,"100% Cotton Imported Two Bins for Separating, Foldable for Easy Storage Use to Separate Whites From Colors or Dirty From Clean Durable Canvas Construction Draw String Mesh Cover on Each Bin for Transportation Easy to Put Together Don't let laundry be a chore! This Fold able Double Laundry Hamper mak",12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rental_prices,,zipcode,city,state,metro,county,month,1_br_total,2_br_total,3_br_total,4_br_total,5+_br_total,1_br_psqft,2_br_psqft,3_br_psqft,4_br_psqft,5+_br_psqft,avg_house_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,1,3025,3500,4495,4895,,4.956722589,4.573361082,,,,687.7918832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,2,3040.5,3500,4495,4947.5,,4.980536017,4.6,,,,685.673013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,3,3000,3500,4500,5175,,5,4.505809222,,,,688.3875046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,4,2975,3500,4500,5125,,5.1,4.660540541,,,,667.1595917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,5,2995,3585,4449,5300,,5.147404006,4.691964286,,,,672.9595027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,6,3000,3500,4295,5000,,5.058363715,4.820923657,,,,659.5395589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10025,New York,NY,New York,New York,7,2928,3500,4200,4800,,5,4.639285714,,,,670.013241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60657,Chicago,IL,Chicago,Cook,1,1400,1850,2500,3200,,1.973333333,1.85,1.733333333,1.75,,1245.084645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60657,Chicago,IL,Chicago,Cook,2,1440,1900,2595,3200,,1.99375,1.95,1.735087719,1.774536669,,1248.876315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,60657,Chicago,IL,Chicago,Cook,3,1425,1950,2600,3575,,1.99375,1.944444444,1.785714286,1.859767442,,1273.96851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sale_prices,,zipcode,city,state,metro,county,month,1_br_total,2_br_total,3_br_total,4_br_total,5+_br_total,1_br_psqft,2_br_psqft,3_br_psqft,4_br_psqft,5+_br_psqft,avg_house_size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,1,1390000,2750000,4995000,6995000,,1837.440469,1954.402452,2150.574529,2428.630363,,1841.60654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,2,1285000,2670000,4995000,6995000,,1825.863546,1916.946309,2084.483512,2434.027035,,1841.683036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,3,1295000,2725000,4900000,7142500,,1848.364718,1952.799602,2038.615572,2454.991817,,1852.25552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,4,1392500,2737500,4900000,7295000,,1866.158868,2041.995233,2035.001628,2469.947063,,1862.037698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,5,1250000,2695000,4875000,6995000,,1800.609185,2064.559516,2013.450327,2413.532078,,1829.757899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,6,1237500,2660000,4650000,6995000,,1752.692606,1981.39437,2045.81676,2377.094246,,1816.036152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10023,New York,NY,New York,New York,7,1295000,2737500,4625000,6995000,,1799.768455,2064.559516,2045.81676,2413.532078,,1801.109616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11375,New York,NY,New York,Queens,1,316500,475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11375,New York,NY,New York,Queens,2,319000,502000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11375,New York,NY,New York,Queens,3,319000,528500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taxes,,state_fips,state,zipcode,agi_stub,num_returns,num_single,num_joint,num_hoh,num_dependents,num_elderly,A00100,A02650,N00200,A00200,N00900,A00900,N01000,A01000,N01400,A01400,N02300,A02300,N02500,A02500,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N18450,A18450,N18500,A18500,N18800,A18800,N19300,A19300,N19500,A19500,N04800,A04800,N07220,A07220,N11901,A11901
,,1,AL,0,1,815440,477700,105350,221200,491310,150920,10610343,10787121,651680,8466376,144430,765184,34770,20594,38510,240402,22770,65220,37560,73490,145820,176778,1340,308,40,387,8630,32058,1730,5091,17110,14893,6620,18836,18450,19585,22670,18822,22600,21511,25020,5950,46930,74541,17910,82471,27490,15002,0,0
,,1,AL,0,2,495830,211930,142340,128890,360480,109680,17839904,18020908,427840,14690098,65350,258861,31040,50118,36020,348074,15170,45546,91310,605042,96260,181004,14260,3476,90,1037,7570,37604,7300,24316,41490,43047,2340,5833,74730,127434,25830,32861,66650,58178,64360,17611,102740,243301,44430,292180,43580,45248,0,0
,,1,AL,0,3,263390,83420,137870,36340,182880,75570,16193076,16351320,225610,12476022,41390,259064,31240,85650,29450,388970,7460,24614,63740,961406,69510,158244,8520,2146,190,1995,5530,35869,5340,22892,29110,31929,2150,4834,80920,208782,17080,27736,78160,75404,68320,19479,99920,337719,37110,278272,22780,29166,0,0
,,1,AL,0,4,167190,29420,124060,10610,130160,51540,14513312,14646693,144290,10900188,28910,240845,27320,103892,22930,411954,3850,13372,42870,874160,49910,133381,8580,2323,110,1986,2640,20394,3040,15828,20610,23854,360,766,67360,237633,10910,21257,69930,78523,58540,18167,79980,362811,24780,202113,17250,22630,0,0
,,1,AL,0,5,217440,20240,188080,4880,195990,68080,29375736,29696755,193550,21806247,43180,684832,59160,506542,34750,909488,2280,8380,50010,1195287,77820,321019,12040,3192,1310,21562,7290,65730,5090,29860,22870,24745,3450,7047,137690,760514,10940,27202,141070,216729,117980,44270,151920,1065202,34030,298272,20970,29469,390,155
,,1,AL,0,6,57240,2970,51130,400,56220,19330,25824639,26303410,49810,12535261,14800,925832,32610,2195924,9300,437230,50,164,10780,297149,23590,478771,590,147,2820,86474,7980,98686,540,5121,0,0,0,0,50700,898210,990,3755,50350,194131,40160,22904,53040,1130078,7190,135942,0,0,23170,40099
,,1,AL,35004,1,1510,990,220,280,660,340,19351,19675,1170,14653,260,1587,60,5,90,598,30,95,90,160,260,324,0,0,0,0,30,80,0,0,40,28,0,0,50,41,60,38,60,43,70,10,120,143,50,179,40,31,0,0
,,1,AL,35004,2,1410,660,360,340,900,270,51976,52487,1240,43608,170,807,50,60,100,979,30,99,230,1567,310,511,40,9,0,0,30,162,20,69,170,177,30,76,280,598,60,81,260,145,250,48,360,885,110,568,120,127,0,0
,,1,AL,35004,3,950,330,470,140,660,200,58988,59519,870,49991,130,704,70,173,80,1509,30,67,160,2446,280,531,30,7,0,0,0,0,30,74,150,152,0,0,360,967,30,57,330,209,280,67,400,1325,130,800,70,94,0,0
,,1,AL,35004,4,650,120,470,50,560,130,56302,56657,610,48450,80,580,70,223,50,970,20,71,90,1687,210,355,20,6,0,0,30,241,30,121,120,131,0,0,320,1165,30,67,320,230,260,65,340,1514,90,648,70,87,0,0
